desktop,Name[zh_TW],GenericName[zh_TW],Comment[zh_TW],Name[zh_CN],GenericName[zh_CN],Comment[zh_CN],Name,Name[zh_HK],GenericName[zh_HK],Comment[zh_HK],Categories
kiriki.desktop,骰子遊戲_Kiriki,骰子遊戲,骰子遊戲_Kiriki,骰子游戏_Kiriki,骰子游戏,骰子游戏_Kiriki,Game_Kiriki,骰子遊戲_Kiriki,骰子遊戲,骰子遊戲_Kiriki,Game;
kjumpingcube.desktop,骰子遊戲_KJumpingCube,以骰子為主題的策略遊戲,骰子遊戲_KJumpingCube,骰子游戏_KJumpingCube,以骰子为主题的策略游戏,骰子游戏_KJumpingCube,Game_KJumpingCube,骰子遊戲_KJumpingCube,以骰子為主題的策略遊戲,骰子遊戲_KJumpingCube,Game;
lskat.desktop,紙牌遊戲_LSkat,紙牌遊戲,紙牌遊戲_LSkat,纸牌游戏_LSkat,纸牌游戏,纸牌游戏_LSkat,Solitaire_LSkat,紙牌遊戲_LSkat,紙牌遊戲,紙牌遊戲_LSkat,Game;
kpat.desktop,紙牌遊戲_KPatience,單人玩的紙牌遊戲,紙牌遊戲_KPatience,纸牌游戏_KPatience,单人玩的纸牌游戏,纸牌游戏_KPatience,Solitaire_KPatience,紙牌遊戲_KPatience,單人玩的紙牌遊戲,紙牌遊戲_KPatience,Game;
bomber.desktop,戰鬥機_bomber,戰鬥機遊戲,戰鬥機_bomber,战斗机_bomber,战斗机游戏,战斗机_bomber,Game_bomber,戰鬥機_bomber,戰鬥機遊戲,戰鬥機_bomber,Game;
konquest.desktop,銀河征戰_Konquest,銀河戰略遊戲,銀河征戰_Konquest,银河征战_Konquest,银河战略游戏,银河征战_Konquest,Game_Konquest,銀河征戰_Konquest,銀河戰略遊戲,銀河征戰_Konquest,Game;
kbattleship.desktop,海上戰爭_kbattleship,擊沉船隻的遊戲,海上戰爭_kbattleship,海上战争_kbattleship,击沉船只的游戏,海上战争_kbattleship,Game_kbattleship,海上戰爭_kbattleship,擊沉船隻的遊戲,海上戰爭_kbattleship,Game;
kspaceduel.desktop,決戰星空_KSpaceDuel ,以星際戰爭為主題的大型遊戲機遊戲,決戰星空_KSpaceDuel ,决战星空_KSpaceDuel,以星际战争为主题的大型游戏机游戏,决战星空_KSpaceDuel,Game_KSpaceDuel ,決戰星空_KSpaceDuel ,以星際戰爭為主題的大型遊戲機遊戲,決戰星空_KSpaceDuel ,Game;
killbots.desktop,征服機器人_Killbots,征服機器人遊戲,征服機器人_Killbots,征服机器人_Killbots,征服机器人游戏,征服机器人_Killbots,Game_Killbots,征服機器人_Killbots,征服機器人遊戲,征服機器人_Killbots,Game;
ksirk.desktop,征服世界_KsirK,征服世界戰略遊戲,征服世界_KsirK,征服世界_KsirK,征服世界战略游戏,征服世界_KsirK,Game_KsirK,征服世界_KsirK,征服世界戰略遊戲,征服世界_KsirK,Game;
ksirkskineditor.desktop,征服世界_KsirK Editor,征服世界戰略遊戲的外觀編輯器,征服世界_KsirK Editor,征服世界_KsirKEditor,征服世界战略游戏的外观编辑器,征服世界_KsirKEditor,Game_KsirK Editor,征服世界_KsirK Editor,征服世界戰略遊戲的外觀編輯器,征服世界_KsirK Editor,Game;
gnotski.desktop,華容道_gnotski,透過推箱子到目地的方式來訓練邏輯能力的遊戲,華容道_gnotski,华容道_gnotski,通过推箱子到目地的方式来训练逻辑能力的游戏,华容道_gnotski,Game_gnotski,華容道_gnotski,透過推箱子到目地的方式來訓練邏輯能力的遊戲,華容道_gnotski,Game;
gnotravex.desktop,數字拼圖_gnotravex,透過簡單拼圖遊戲訓練邏輯思考能力,數字拼圖_gnotravex,数字拼图_gnotravex,通过简单拼图游戏训练逻辑思考能力,数字拼图_gnotravex,Game_gnotravex,數字拼圖_gnotravex,透過簡單拼圖遊戲訓練邏輯思考能力,數字拼圖_gnotravex,Game;
pinball.desktop,彈珠台_Pinball,透過彈珠的彈射來得分，是練習專注力及反應力的遊戲,彈珠台_Pinball,弹珠台_Pinball,通过弹珠的弹射来得分，是练习专注力及反应力的游戏,弹珠台_Pinball,Pinball_Pinball,彈珠台_Pinball,透過彈珠的彈射來得分，是練習專注力及反應力的遊戲,彈珠台_Pinball,Game;
lbreakout2.desktop,打磚塊_lbreakout2,敲完所有的磚塊即過關，是練習專注力及反應力的遊戲,打磚塊_lbreakout2,打砖块_lbreakout2,敲完所有的砖块即过关，是练习专注力及反应力的游戏,打砖块_lbreakout2,Breakout_lbreakout2,打磚塊_lbreakout2,敲完所有的磚塊即過關，是練習專注力及反應力的遊戲,打磚塊_lbreakout2,Game;
kblocks.desktop,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,俄罗斯方块_KBlocks,将方块消除即可得分，是训练思考及反应力的游戏,俄罗斯方块_KBlocks,Tetris_KBlocks,俄羅斯方塊_KBlocks,將方塊消除即可得分，是訓練思考及反應力的遊戲,俄羅斯方塊_KBlocks,Game;
kolf.desktop,高爾夫球_Kolf,具有機關及各種打法的高爾夫球，是訓練思考力的遊戲,高爾夫球_Kolf,高尔夫球_Kolf,具有机关及各种打法的高尔夫球，是训练思考力的游戏,高尔夫球_Kolf,Game_Kolf,高爾夫球_Kolf,具有機關及各種打法的高爾夫球，是訓練思考力的遊戲,高爾夫球_Kolf,Game;
tuxpuck.desktop,桌上冰球_Tuxpuck,類似冰上曲棍球，是訓練反應力的遊戲,桌上冰球_Tuxpuck,桌上冰球_Tuxpuck,类似冰上曲棍球，是训练反应力的游戏,桌上冰球_Tuxpuck,Game_Tuxpuck,桌上冰球_Tuxpuck,類似冰上曲棍球，是訓練反應力的遊戲,桌上冰球_Tuxpuck,Game;
glchess.desktop,國際象棋_glchess,國際象棋，支持多種引擎，並且具有2D、3D外觀支持。,國際象棋_glchess,国际象棋_glchess,国际象棋，支持多种引擎，并且具有2D、3D外观支持。,国际象棋_glchess,BoardGame_glchess,國際象棋_glchess,國際象棋，支持多種引擎，並且具有2D、3D外觀支持。,國際象棋_glchess,Game;
mahjongg.desktop,上海麻將_mahjongg,將不斷掉落的各形狀方塊拼合在一起，是訓練思考及觀察力的遊戲,上海麻將_mahjongg,上海麻将_mahjongg,将不断掉落的各形状方块拼合在一起，是训练思考及观察力的游戏,上海麻将_mahjongg,BoardGame_mahjongg,上海麻將_mahjongg,將不斷掉落的各形狀方塊拼合在一起，是訓練思考及觀察力的遊戲,上海麻將_mahjongg,Game;
gnomine.desktop,踩地雷_gnomine,清除方格陣中隱藏的地雷即過關，是訓練邏輯計算力的遊戲,踩地雷_gnomine,踩地雷_gnomine,清除方格阵中隐藏的地雷即过关，是训练逻辑计算力的游戏,踩地雷_gnomine,Game_gnomine,踩地雷_gnomine,清除方格陣中隱藏的地雷即過關，是訓練邏輯計算力的遊戲,踩地雷_gnomine,Game;
sol.desktop,接龍遊戲_AisleRiot ,不同類型的接龍遊戲，是訓練思考及觀察力的遊戲,接龍遊戲_AisleRiot ,接龙游戏_AisleRiot,不同类型的接龙游戏，是训练思考及观察力的游戏,接龙游戏_AisleRiot,Solitaire_AisleRiot ,接龍遊戲_AisleRiot ,不同類型的接龍遊戲，是訓練思考及觀察力的遊戲,接龍遊戲_AisleRiot ,Game;
#教育,,,,,,,,,,,
R.desktop,統計_R,一套統計領域相當出名的軟體,統計_R,统计_R,一套统计领域相当出名的软件,统计_R,Statistics_R,統計_R,一套統計領域相當出名的軟體,統計_R,Education;
rkward.desktop,統計_RKward,R 的 KDE 前端介面,統計_RKward,统计_RKward,R的KDE前端界面,统计_RKward,Statistics_RKward,統計_RKward,R 的 KDE 前端介面,統計_RKward,Education;
gnumeric.desktop,統計_Gnumeric,統計軟體,統計_Gnumeric,统计_Gnumeric,统计软件,统计_Gnumeric,Statistics_Gnumeric,統計_Gnumeric,統計軟體,統計_Gnumeric,Education;
gcompris.desktop,幼教_GCompris,一套適合二到十歲的教育遊戲，內含電腦、數學、語言等類別,幼教_GCompris,幼教_GCompris,一套适合二到十岁的教育游戏，内含计算机、数学、语言等类型,幼教_GCompris,Toddler_GCompris,幼教_GCompris,一套適合二到十歲的教育遊戲，內含電腦、數學、語言等類別,幼教_GCompris,Education;
gcompris-edit.desktop,幼教_GCompris Edit,Gcompris 管理器,幼教_GCompris Edit,幼教_GComprisEdit,Gcompris管理器,幼教_GComprisEdit,Toddler_GCompris Edit,幼教_GCompris Edit,Gcompris 管理器,幼教_GCompris Edit,Education;
ktouch.desktop,打字練習_KTouch,適合小朋友及電腦初學者練習打字的軟體,打字練習_KTouch,打字练习_KTouch,适合小朋友及计算机初学者练习打字的软件,打字练习_KTouch,Typing_KTouch,打字練習_KTouch,適合小朋友及電腦初學者練習打字的軟體,打字練習_KTouch,Education;
org.kde.ktouch.desktop,打字練習_KTouch,適合小朋友及電腦初學者練習打字的軟體,打字練習_KTouch,打字练习_KTouch,适合小朋友及计算机初学者练习打字的软件,打字练习_KTouch,Typing_KTouch,打字練習_KTouch,適合小朋友及電腦初學者練習打字的軟體,打字練習_KTouch,Education;
klavaro.desktop,打字練習_Klavaro,適合小朋友及電腦初學者練習打字的軟體,打字練習_Klavaro,打字练习_Klavaro,适合小朋友及计算机初学者练习打字的软件,打字练习_Klavaro,Typing_Klavaro,打字練習_Klavaro,適合小朋友及電腦初學者練習打字的軟體,打字練習_Klavaro,Education;
ktuberling.desktop,馬鈴薯小子_Ktuberling,一款為小朋友設計的語言學習遊戲,馬鈴薯小子_Ktuberling,马铃薯小子_Ktuberling,一款为小朋友设计的语言学习游戏,马铃薯小子_Ktuberling,Language_Ktuberling,馬鈴薯小子_Ktuberling,一款為小朋友設計的語言學習遊戲,馬鈴薯小子_Ktuberling,Education;
org.kde.ktuberling.desktop,馬鈴薯小子_Ktuberling,一款為小朋友設計的語言學習遊戲,馬鈴薯小子_Ktuberling,马铃薯小子_Ktuberling,一款为小朋友设计的语言学习游戏,马铃薯小子_Ktuberling,Language_Ktuberling,馬鈴薯小子_Ktuberling,一款為小朋友設計的語言學習遊戲,馬鈴薯小子_Ktuberling,Education;
anki.desktop,閃示卡記憶_Anki,可插入影音的快閃式字卡練習軟體,閃示卡記憶_Anki,闪示卡记忆_Anki,可插入影音的快闪式字卡练习软件,闪示卡记忆_Anki,Language_Anki,閃示卡記憶_Anki,可插入影音的快閃式字卡練習軟體,閃示卡記憶_Anki,Education;
parley.desktop,語言_Parley,英文字彙訓練的軟體,語言_Parley,语言_Parley,英文字汇训练的软件,语言_Parley,Language_Parley,語言_Parley,英文字彙訓練的軟體,語言_Parley,Education;
org.kde.parley.desktop,語言_Parley,英文字彙訓練的軟體,語言_Parley,语言_Parley,英文字汇训练的软件,语言_Parley,Language_Parley,語言_Parley,英文字彙訓練的軟體,語言_Parley,Education;
org.kde.kiten.desktop,日語學習_Kiten,學習日語的軟體,語言_Kiten,语言_Kiten,学习日语的软件,日语学习_Kiten,Language_Kiten,語言_Kiten,日語學習的軟體,語言_Kiten,Education;
klettres.desktop,語言_KLettres,字母與發音學習程式,語言_KLettres,语言_KLettres,字母与发音学习程序,语言_KLettres,Language_KLettres,語言_KLettres,字母與發音學習程式,語言_KLettres,Education;
org.kde.klettres.desktop,語言_KLettres,字母與發音學習程式,語言_KLettres,语言_KLettres,字母与发音学习程序,语言_KLettres,Language_KLettres,語言_KLettres,字母與發音學習程式,語言_KLettres,Education;
kwordquiz.desktop,語言_KWordQuiz,可利用閃卡學習單字的軟體,語言_KWordQuiz,语言_KWordQuiz,可利用闪卡学习单字的软件,语言_KWordQuiz,Language_KWordQuiz,語言_KWordQuiz,可利用閃卡學習單字的軟體,語言_KWordQuiz,Education;
kanagram.desktop,語言_Kanagram,字母排序遊戲,語言_Kanagram,语言_Kanagram,字母排序游戏,语言_Kanagram,Language_Kanagram,語言_Kanagram,字母排序遊戲,語言_Kanagram,Education;
org.kde.kanagram.desktop,語言_Kanagram,字母排序遊戲,語言_Kanagram,语言_Kanagram,字母排序游戏,语言_Kanagram,Language_Kanagram,語言_Kanagram,字母排序遊戲,語言_Kanagram,Education;
khangman.desktop,語言_KHangMan,單字記憶遊戲,語言_KHangMan,语言_KHangMan,单字记忆游戏,语言_KHangMan,Language_KHangMan,語言_KHangMan,單字記憶遊戲,語言_KHangMan,Education;
step.desktop,物理_Step,物理模擬軟體,物理_Step,物理_Step,物理仿真软件,物理_Step,Physics_Step,物理_Step,物理模擬軟體,物理_Step,Education;
OpticalRayTracer.desktop,物理光學_OpticalRayTracer,物理光學軟體,物理光學_OpticalRayTracer,物理光学_OpticalRayTracer,物理光学软件,物理光学_OpticalRayTracer,Physics_OpticalRayTracer,物理光學_OpticalRayTracer,物理光學軟體,物理光學_OpticalRayTracer,Education;
marble.desktop,地理_Marble,學習地理、地圖瀏覽的軟體,地理_Marble,地理_Marble,学习地理、地图浏览的软件,地理_Marble,Geography_Marble,地理_Marble,學習地理、地圖瀏覽的軟體,地理_Marble,Education;
kgeography.desktop,地理_KGeography,學習地理、地圖瀏覽的軟體,地理_KGeography,地理_KGeography,学习地理、地图浏览的软件,地理_KGeography,Geography_KGeography,地理_KGeography,學習地理、地圖瀏覽的軟體,地理_KGeography,Education;
org.kde.kgeography.desktop,地理_KGeography,學習地理、地圖瀏覽的軟體,地理_KGeography,地理_KGeography,学习地理、地图浏览的软件,地理_KGeography,Geography_KGeography,地理_KGeography,學習地理、地圖瀏覽的軟體,地理_KGeography,Education;
googleearth.desktop,地球儀_Google Earth,結合衛星、圖資與GIS的地球儀軟體,地球儀_Google Earth,地球仪_GoogleEarth,结合卫星、图资与GIS的地球仪软件,地球仪_GoogleEarth,Geography_Google Earth,地球儀_Google Earth,結合衛星、圖資與GIS的地球儀軟體,地球儀_Google Earth,Education;
kstars.desktop,天文_KStars,顯示時間、天氣和地理位置的星相軟體,天文_KStars,天文_KStars,显示时间、天气和地理位置的星相软件,天文_KStars,Astros_KStars,天文_KStars,顯示時間、天氣和地理位置的星相軟體,天文_KStars,Education;
stellarium.desktop,天文_Stellarium,即時顯示時間和所在位置的星座軟體,天文_Stellarium,天文_Stellarium,即时显示时间和所在位置的星座软件,天文_Stellarium,Astros_Stellarium,天文_Stellarium,即時顯示時間和所在位置的星座軟體,天文_Stellarium,Education;
celestia.desktop,天文_Celestia,可流暢地顯示高解析度影像的天文軟體,天文_Celestia,天文_Celestia,可流畅地显示高分辨率影像的天文软件,天文_Celestia,Astros_Celestia,天文_Celestia,可流暢地顯示高解析度影像的天文軟體,天文_Celestia,Education;
kbruch.desktop,數學_KBruch,學習計算與分數的軟體,數學_KBruch,数学_KBruch,学习计算与分数的软件,数学_KBruch,Math_KBruch,數學_KBruch,學習計算與分數的軟體,數學_KBruch,Education;
org.kde.kbruch.desktop,數學_KBruch,學習計算與分數的軟體,數學_KBruch,数学_KBruch,学习计算与分数的软件,数学_KBruch,Math_KBruch,數學_KBruch,學習計算與分數的軟體,數學_KBruch,Education;
kig.desktop,數學_Kig,用於描繪幾何結構的軟體,數學_Kig,数学_Kig,用于描绘几何结构的软件,数学_Kig,Math_Kig,數學_Kig,用於描繪幾何結構的軟體,數學_Kig,Education;
org.kde.kig.desktop,數學_Kig,用於描繪幾何結構的軟體,數學_Kig,数学_Kig,用于描绘几何结构的软件,数学_Kig,Math_Kig,數學_Kig,用於描繪幾何結構的軟體,數學_Kig,Education;
drgeo.desktop,數學_Dr.Geo,尺規製圖的幾何數理軟體,數學_Dr.Geo,数学_Dr.Geo,尺规制图的几何数理软件,数学_Dr.Geo,Math_Dr.Geo,數學_Dr.Geo,尺規製圖的幾何數理軟體,數學_Dr.Geo,Education;
kmplot.desktop,數學_KmPlot,繪製數學函數的軟體,數學_KmPlot,数学_KmPlot,绘制数学函数的软件,数学_KmPlot,Math_KmPlot,數學_KmPlot,繪製數學函數的軟體,數學_KmPlot,Education;
org.kde.kmplot.desktop,數學_KmPlot,繪製數學函數的軟體,數學_KmPlot,数学_KmPlot,绘制数学函数的软件,数学_KmPlot,Math_KmPlot,數學_KmPlot,繪製數學函數的軟體,數學_KmPlot,Education;
geogebra.desktop,數學_GeoGebra,繪製幾何圖形的軟體,數學_GeoGebra,数学_GeoGebra,绘制几何图形的软件,数学_GeoGebra,Math_GeoGebra,數學_GeoGebra,繪製幾何圖形的軟體,數學_GeoGebra,Education;
wxMaxima.desktop,數學_wxMaxima,用LISP編寫的計算機代數系統，用於公式推導和符號計算,數學_wxMaxima,数学_wxMaxima,用LISP编写的计算器代数系统，用于公式推导和符号计算,数学_wxMaxima,Math_wxMaxima,數學_wxMaxima,用LISP編寫的計算機代數系統，用於公式推導和符號計算,數學_wxMaxima,Education;
kalgebra.desktop,數學_KAlgebra,圖形計算器,數學_KAlgebra,数学_KAlgebra,图形计算机,数学_KAlgebra,Math_KAlgebra,數學_KAlgebra,圖形計算器,數學_KAlgebra,Education;
cantor.desktop,數學_Cantor,KAlgebra圖形計算器的前端介面,數學_Cantor,数学_Cantor,KAlgebra图形计算机的后端界面,数学_Cantor,Math_Cantor,數學_Cantor,KAlgebra圖形計算器的前端介面,數學_Cantor,Education;
org.kde.cantor.desktop,數學_Cantor,KAlgebra圖形計算器的前端介面,數學_Cantor,数学_Cantor,KAlgebra图形计算机的后端界面,数学_Cantor,Math_Cantor,數學_Cantor,KAlgebra圖形計算器的前端介面,數學_Cantor,Education;
kayali.desktop,數學_Kayali,圖形介面之運算 (Maxima) 及繪圖 (GNUplot) 軟體,數學_Kayali,数学_Kayali,图形界面之运算(Maxima)及绘图(GNUplot)软件,数学_Kayali,Math_Kayali,數學_Kayali,圖形介面之運算 (Maxima) 及繪圖 (GNUplot) 軟體,數學_Kayali,Education;
geometria.desktop,數學_geometria,繪製幾何圖形,數學_geometria,数学_geometria,绘制几何图形,数学_geometria,Math_geometria,數學_geometria,繪製幾何圖形,數學_geometria,Education;
rocs.desktop,資料結構分析_Rocs,圖形理論資料結構分析工具,資料結構分析_Rocs,数据结构分析_Rocs,图形理论数据结构分析工具,数据结构分析_Rocs,DataStructure_Rocs,資料結構分析_Rocs,圖形理論資料結構分析工具,資料結構分析_Rocs,Education;
org.kde.rocs.desktop,資料結構分析_Rocs,圖形理論資料結構分析工具,資料結構分析_Rocs,数据结构分析_Rocs,图形理论数据结构分析工具,数据结构分析_Rocs,DataStructure_Rocs,資料結構分析_Rocs,圖形理論資料結構分析工具,資料結構分析_Rocs,Education;
kalzium.desktop,化學_Kalzium,元素週期表軟體,化學_Kalzium,化学_Kalzium,元素周期表软件,化学_Kalzium,Chemistry_Kalzium,化學_Kalzium,元素週期表軟體,化學_Kalzium,Education;
org.kde.kalzium.desktop,化學_Kalzium,元素週期表軟體,化學_Kalzium,化学_Kalzium,元素周期表软件,化学_Kalzium,Chemistry_Kalzium,化學_Kalzium,元素週期表軟體,化學_Kalzium,Education;
bkchem.desktop,化學_BKchem,平面化學分子的繪圖軟體,化學_BKchem,化学_BKchem,平面化学分子的绘图软件,化学_BKchem,Chemistry_BKchem,化學_BKchem,平面化學分子的繪圖軟體,化學_BKchem,Education;
ghemical.desktop,化學_Ghemical,化學立體分子繪圖軟體,化學_Ghemical,化学_Ghemical,化学立体分子绘图软件,化学_Ghemical,Chemistry_Ghemical,化學_Ghemical,化學立體分子繪圖軟體,化學_Ghemical,Education;
avogadro.desktop,化學_Avogadro,化學立體分子繪圖軟體,化學_Avogadro,化学_Avogadro,化学立体分子绘图软件,化学_Avogadro,Chemistry_Avogadro,化學_Avogadro,化學立體分子繪圖軟體,化學_Avogadro,Education;
gchempaint-0.12.desktop,化學_GchemPaint,化學結構編輯軟體,化學_GchemPaint,化学_GchemPaint,化学结构编辑软件,化学_GchemPaint,Chemistry_GchemPaint,化學_GchemPaint,化學結構編輯軟體,化學_GchemPaint,Education;
gchempaint-0.14.desktop,化學_GchemPaint,化學結構編輯軟體,化學_GchemPaint,化学_GchemPaint,化学结构编辑软件,化学_GchemPaint,Chemistry_GchemPaint,化學_GchemPaint,化學結構編輯軟體,化學_GchemPaint,Education;
pymol.desktop,生化_Pymol,立體分子繪圖及看圖軟體,生化_Pymol,生化_Pymol,立体分子绘图及看图软件,生化_Pymol,Chemistry_Pymol,生化_Pymol,立體分子繪圖及看圖軟體,生化_Pymol,Education;
ballview.desktop,生化_BALLView,3D分子建模生化軟體,生化_BALLView,生化_BALLView,3D分子建模生化软件,生化_BALLView,Chemistry_BALLView,生化_BALLView,3D分子建模生化軟體,生化_BALLView,Education;
#程式開發,,,,,,,,,,,
fritzing.desktop,電路設計_Fritzing,是一套設計PCB (Printed Circuit Board) 印刷電路板的軟體，是特別給設計師、藝術家、研究者以及業餘玩家使用的工具,電路設計_Fritzing,电路设计_Fritzing,是一套设计PCB(PrintedCircuitBoard)印刷电路板的软件，是特别给设计师、艺术家、研究者以及业余玩家使用的工具,电路设计_Fritzing,CircuitDesign_Fritzing,電路設計_Fritzing,是一套設計PCB (Printed Circuit Board) 印刷電路板的軟體，是特別給設計師、藝術家、研究者以及業餘玩家使用的工具,電路設計_Fritzing,Development;
scratch.desktop,程式設計_Scratch,一套圖形化程式設計軟體，適合8歲以上的中小學生作為學習程式設計的入門軟體,程式設計_Scratch,编程_Scratch,一套图形化编程软件，适合8岁以上的中小学生作为学习编程的入门软件,编程_Scratch,Programming_Scratch,程式設計_Scratch,一套圖形化程式設計軟體，適合8歲以上的中小學生作為學習程式設計的入門軟體,程式設計_Scratch,Development;
edu.media.mit.scratch2editor.desktop,程式設計_Scratch2,一套圖形化程式設計軟體，適合8歲以上的中小學生作為學習程式設計的入門軟體,程式設計_Scratch2,编程_Scratch2,一套图形化编程软件，适合8岁以上的中小学生作为学习编程的入门软件,编程_Scratch2,Programming_Scratch2,程式設計_Scratch2,一套圖形化程式設計軟體，適合8歲以上的中小學生作為學習程式設計的入門軟體,程式設計_Scratch2,Development;
s4a.desktop,程式設計_S4A,结合Scratch與Arduino，讓孩子們學習程式設計的入門軟體,程式設計_S4A,编程_S4A,结合Scratch与Arduino，让孩子们学习编程的入门软件,编程_S4A,Programming_S4A,程式設計_S4A,结合Scratch與Arduino，讓孩子們學習程式設計的入門軟體,程式設計_S4A,Development;
arduino.desktop,程式設計_Arduino,將 Firmware 寫入 Arduino 板子的軟體,程式設計_Arduino,编程_Arduino,可将 Firwmware 写入 Arduino 板子的软件,编程_Arduino,Programming_Arduino,程式設計_Arduino,將 Firmware 寫入 Arduino 板子的軟體,程式設計_Arduino,Development;
arduino-arduinoide.desktop,程式設計_Arduino,將 Firmware 寫入 Arduino 板子的軟體,程式設計_Arduino,编程_Arduino,可将 Firwmware 写入 Arduino 板子的软件,编程_Arduino,Programming_Arduino,程式設計_Arduino,將 Firmware 寫入 Arduino 板子的軟體,程式設計_Arduino,Development;
transformer.desktop,平民化機器人_Transformer,將S4A、S2A、Picoboard... 等外部裝置的韌體整合在一個介面上，省去在網路上找尋韌體的時間,平民化機器人_Transformer,平民化機器人_Transformer,將S4A、S2A、Picoboard... 等外部裝置的韌體整合在一個介面上，省去在網路上找尋韌體的時間,平民化機器人_Transformer,Transformer,平民化機器人_Transformer,將S4A、S2A、Picoboard... 等外部裝置的韌體整合在一個介面上，省去在網路上找尋韌體的時間,平民化機器人_Transformer,Development;
greenfoot.desktop,程式設計_Greenfoot,一套圖形化程式設計軟體，適合學習  JAVA 程式語言設計的入門軟體,程式設計_Greenfoot,编程_Greenfoot,一套图形化编程软件，适合学习JAVA程序语言设计的入门软件,编程_Greenfoot,Programming_Greenfoot,程式設計_Greenfoot,一套圖形化程式設計軟體，適合學習  JAVA 程式語言設計的入門軟體,程式設計_Greenfoot,Development;
alice.desktop,程式設計_Alice,圖形化 3D 動畫程式設計 ,程式設計_Alice,编程_Alice,图形化3D动画编程,编程_Alice,Programming_Alice,程式設計_Alice,圖形化 3D 動畫程式設計 ,程式設計_Alice,Development;
kturtle.desktop,程式設計_KTurtle,適合用於小朋友學習寫程式的入門軟體,程式設計_KTurtle,编程_KTurtle,适合用于小朋友学习写程序的入门软件,编程_KTurtle,Programming_KTurtle,程式設計_KTurtle,適合用於小朋友學習寫程式的入門軟體,程式設計_KTurtle,Development;
squeak.desktop,程式設計_Squeak,適合用於小朋友學習寫程式的入門軟體,程式設計_Squeak,编程_Squeak,适合用于小朋友学习写程序的入门软件,编程_Squeak,Programming_Squeak,程式設計_Squeak,適合用於小朋友學習寫程式的入門軟體,程式設計_Squeak,Development;
geany.desktop,整合開發環境_Geany,多功能的整合開發環境編輯軟體,整合開發環境_Geany,集成开发环境_Geany,多功能的整合开发环境编辑软件,整合开发环境_Geany,IDE_Geany,整合開發環境_Geany,多功能的整合開發環境編輯軟體,整合開發環境_Geany,Development;
#自由教材,,,,,,,,,,,
openc.desktop,無限延伸的自由世界,自由內容、自由教材及公共版權的考題補給站相關介紹,自由教材網,无限扩展的自由世界,自由内容、自由教材及公共版权的考题补给站相关介绍,自由教材网,無限延伸的自由世界,無限延伸的自由世界,自由內容、自由教材及公共版權的考題補給站相關介紹,自由教材網,Opencontent;
phet.desktop,動畫模擬教學_PhET,PhET包含了物理生物化學地球科學數學等100多個動畫模擬教學範例,動畫模擬教學_PhET,动画仿真教学_PhET,PhET包含了物理生物化学地球科学数学等100多個動畫模擬教學範例,动画仿真教学_PhET,PublicDomainEdu_PhET,動畫模擬教學_PhET,PhET包含了物理生物化學地球科學數學等100多個動畫模擬教學範例,動畫模擬教學_PhET,Opencontent;
usgs.desktop,地震動畫教學_USGS,這是美國地質調查局USGS所製作的地震動畫教學範例,地震動畫教學_USGS,地震动画教学_USGS,这是美国地质调查局USGS所制作的地震动画教学样例,地震动画教学_USGS,PublicDomainEdu_USGS,地震動畫教學_USGS,這是美國地質調查局USGS所製作的地震動畫教學範例,地震動畫教學_USGS,Opencontent;
npa.desktop,物理動畫教學_Flash Animations for Physics,物理動畫教學適合國高中以上的物理課程，例如向量波力學等教學動畫,物理動畫教學_Flash Animations for Physics,物理动画教学_FlashAnimationsforPhysics,物理动画教学适合国高中以上的物理课程，例如向量波力学等教学动画,物理动画教学_FlashAnimationsforPhysics,PublicDomainEdu_Flash Animations for Physics,物理動畫教學_Flash Animations for Physics,物理動畫教學適合國高中以上的物理課程，例如向量波力學等教學動畫,物理動畫教學_Flash Animations for Physics,Opencontent;
chemical_struct.desktop,化學構造資料庫_Chemical Structure,化學構造資料庫依照官能基將有機分子分類，適合高中及大學化學生物等課程,化學構造資料庫_Chemical Structure,化学构造数据库_ChemicalStructure,化学构造数据库依照官能基将有机分子分类，适合高中及大学化学生物等课程,化学构造数据库_ChemicalStructure,PublicDomainEdu_Chemical Structure,化學構造資料庫_Chemical Structure,化學構造資料庫依照官能基將有機分子分類，適合高中及大學化學生物等課程,化學構造資料庫_Chemical Structure,Opencontent;
gsyan.desktop,顏國雄老師 Flash 教材,台北市力行國小顏國雄老師開發的 Flash 教材,顏國雄老師 Flash 教材,颜国雄老师 Flash 教材,台北市力行国小颜国雄老师开发的 Flash 教材,颜国雄老师 Flash 教材,Chinese_GSYan Flash,顏國雄老師 Flash 教材,台北市力行國小顏國雄老師開發的 Flash 教材,顏國雄老師 Flash 教材,Opencontent;
ezgo-wordtest.desktop,字音字形網體驗版,花蓮線明廉國小陳立輝老師所開發的字音字形網的離線體驗版，由成功大學學生製作,字音字形網體驗版,字音字形网体验版,花莲县明廉国小陈立辉老师所开发的字音字形网的离线体验版，由成功大学学生制作,字音字形网体验版,Chinese_Words,字音字形網體驗版,花蓮線明廉國小陳立輝老師所開發的字音字形網的離線體驗版，由成功大學學生製作,字音字形網體驗版,Opencontent;
#教師工具,,,,,,,,,,,
